OBJECTID,AAT_z,Pct_Canopy,Pct_Impervious,Pct_GreenSpace,Distance_from_water_m,Elevation_m,POINT_X,POINT_Y
47246,88.00,87.93,62.84,0.00,526.98,34.06,344294.58,276231.16
47762,88.00,40.01,52.18,0.00,489.23,47.26,344294.58,279872.90
48133,88.00,41.19,76.60,0.00,421.51,31.97,344294.58,275837.46
50347,88.00,11.63,75.82,0.00,287.27,40.10,344294.58,280660.30
50926,88.00,26.79,51.89,0.00,175.66,30.77,344294.58,281054.00
51583,88.00,2.80,73.84,0.00,653.47,49.04,344294.58,279282.34
52823,88.00,0.00,78.40,0.00,625.51,48.98,344294.58,279380.77
53263,88.00,42.31,25.81,0.00,204.30,32.91,344294.58,280955.57
54461,88.00,56.54,58.24,0.00,515.93,47.93,344294.58,279774.47
55939,88.00,37.84,79.02,0.00,94.02,27.72,344294.58,281349.27
56007,88.00,36.67,35.98,0.00,261.63,38.89,344294.58,280758.72
46359,87.85,19.03,79.90,0.00,101.05,22.05,344294.58,274459.51
25639,87.80,46.57,70.90,0.00,55.81,26.21,344294.58,281546.12
38954,87.74,70.02,74.33,0.00,325.33,28.87,344294.58,275443.76
46749,87.08,47.28,68.11,0.00,130.08,22.68,344294.58,274557.94
19110,87.06,36.59,71.09,0.00,303.70,28.53,344294.58,275345.34
13128,87.00,41.75,79.30,0.00,188.13,23.11,344294.58,274754.79
13416,87.00,69.68,39.22,0.00,264.90,26.80,344294.58,275148.49
23754,87.00,39.97,62.22,0.00,234.10,24.58,344294.58,274951.64
31820,87.00,41.00,56.76,0.00,248.31,25.99,344294.58,275050.06
36215,87.00,24.34,76.91,0.00,217.15,23.84,344294.58,274853.21
36747,87.00,44.93,68.53,0.00,159.10,23.00,344294.58,274656.36
44097,87.00,46.07,49.23,0.00,283.46,27.54,344294.58,275246.91
52761,86.24,100.00,0.00,0.00,0.00,23.89,344294.58,282235.10
1783,87.00,5.40,0.00,0.00,26.20,24.72,344236.75,282291.99
11767,88.00,21.26,13.00,0.00,490.33,16.89,344227.83,262676.14
37966,87.00,69.29,0.00,0.00,0.00,24.72,344204.15,282226.26
919,88.00,32.73,73.51,0.00,519.17,16.49,344202.42,262751.92
18360,91.97,0.09,100.00,0.00,41.81,7.00,344196.16,267766.60
2817,91.87,0.00,100.00,0.00,46.66,7.00,344196.16,267865.02
29664,91.82,22.74,100.00,0.00,41.10,7.01,344196.16,267668.17
8504,91.59,0.00,100.00,0.00,55.36,6.99,344196.16,267963.45
13870,91.50,0.14,100.00,0.00,43.11,7.51,344196.16,267569.75
6932,91.27,12.71,100.00,0.00,66.47,6.64,344196.16,268061.87
22159,91.03,22.34,95.67,0.00,46.46,8.00,344196.16,267471.32
4921,91.00,14.10,89.50,0.00,60.60,8.36,344196.16,267372.90
19320,91.00,0.00,100.00,0.00,75.18,6.01,344196.16,268160.30
153,91.00,0.00,100.00,0.00,262.65,8.19,344196.16,266585.49
838,91.00,1.21,78.01,0.00,82.66,6.07,344196.16,268357.15
3784,91.00,18.86,100.00,0.00,177.55,8.64,344196.16,266880.77
4810,91.00,0.11,100.00,0.00,150.03,9.08,344196.16,266979.19
5354,91.00,0.02,100.00,0.00,205.76,8.26,344196.16,266782.34
9535,91.00,76.79,66.91,0.00,98.59,9.28,344196.16,267176.04
11729,91.00,0.00,100.00,0.00,234.20,8.77,344196.16,266683.92
14535,91.00,7.91,86.22,0.00,93.83,6.00,344196.16,268554.00
14953,91.00,0.00,98.47,0.00,89.70,6.00,344196.16,268455.57
22361,91.00,0.00,85.49,0.00,348.88,8.48,344196.16,266290.22
22807,91.00,40.83,83.24,0.00,76.87,8.90,344196.16,267274.47
23468,91.00,0.00,100.00,0.00,291.21,8.36,344196.16,266487.07
26841,91.00,0.52,100.00,0.00,320.02,8.67,344196.16,266388.64
28072,91.00,0.00,100.00,0.00,123.42,9.57,344196.16,267077.62
34632,91.00,7.54,91.22,0.00,77.60,6.01,344196.16,268258.72
31295,90.88,6.32,97.44,0.00,89.88,6.00,344196.16,268652.42
193,90.51,0.00,99.03,0.00,88.32,6.00,344196.16,268750.85
27685,90.50,0.00,100.00,0.00,377.74,8.58,344196.16,266191.79
32284,90.39,1.85,99.94,0.00,74.32,5.10,344196.16,268849.27
4113,90.20,3.44,100.00,0.00,57.20,5.00,344196.16,268947.70
32622,90.02,0.00,100.00,0.00,40.39,5.02,344196.16,269046.12
1045,90.00,80.37,50.30,0.00,168.64,7.61,344196.16,270325.65
7561,90.00,7.47,95.90,0.00,10.64,5.00,344196.16,269144.55
8774,90.00,7.69,90.53,0.00,161.57,7.64,344196.16,270030.38
18854,90.00,54.47,72.65,0.00,171.77,7.30,344196.16,270424.08
21059,90.00,0.14,100.00,0.00,0.00,4.59,344196.16,269242.97
25106,90.00,68.21,49.26,0.00,0.00,3.44,344196.16,269341.40
27178,90.00,0.48,99.90,0.00,406.60,9.06,344196.16,266093.37
29469,90.00,13.70,96.67,0.00,131.58,7.00,344196.16,269931.95
30478,90.00,11.90,99.25,0.00,170.36,8.58,344196.16,270128.80
33011,90.00,75.43,41.66,0.00,168.58,8.65,344196.16,270227.23
4767,89.92,35.04,88.43,0.00,179.37,8.20,344196.16,270522.50
18516,89.73,0.00,93.36,0.00,435.46,9.67,344196.16,265994.94
36466,89.41,1.24,93.26,0.00,190.24,8.84,344196.16,270620.93
29076,89.03,0.19,89.89,0.00,204.60,10.80,344196.16,270719.35
23941,89.02,0.00,76.73,0.00,464.31,9.75,344196.16,265896.52
1169,89.00,14.95,82.97,0.00,438.40,26.20,344196.16,271703.60
1206,89.00,17.16,31.54,0.00,637.49,12.78,344196.16,265305.97
1623,89.00,15.93,47.22,0.00,782.82,16.39,344196.16,264813.84
2133,89.00,86.89,25.71,0.00,221.94,20.00,344196.16,270817.78
2930,89.00,0.00,58.58,0.00,550.89,9.98,344196.16,265601.24
2957,89.00,55.45,52.66,0.00,731.14,44.68,344196.16,277215.42
3077,89.00,0.00,63.04,0.00,493.17,9.50,344196.16,265798.09
5329,89.00,63.17,19.60,0.00,724.60,16.03,344196.16,265010.69
6507,89.00,13.50,79.66,0.00,382.97,26.00,344196.16,272491.01
6816,89.00,0.05,80.07,0.00,358.61,26.53,344196.16,271408.33
7271,89.00,34.31,33.31,0.00,753.70,16.45,344196.16,264912.27
7519,89.00,6.45,42.57,0.00,579.75,10.65,344196.16,265502.82
7671,89.00,24.89,91.94,0.00,709.94,43.37,344196.16,277116.99
9244,89.00,3.35,71.48,0.00,333.16,26.41,344196.16,271309.90
11623,89.00,0.00,74.04,0.00,871.36,17.87,344196.16,263928.01
11756,89.00,14.57,91.70,0.00,878.66,48.87,344196.16,278101.24
12249,89.00,5.89,77.89,0.00,458.82,26.07,344196.16,271802.03
14680,89.00,18.82,88.31,0.00,384.71,26.31,344196.16,271506.75
16784,89.00,28.34,54.46,0.00,812.00,16.28,344196.16,264715.42
17497,89.00,16.23,56.35,0.00,241.28,27.05,344196.16,270916.20
17508,89.00,48.91,85.50,0.00,442.17,26.00,344196.16,272294.16
19649,89.00,5.20,59.64,0.00,841.23,16.57,344196.16,264616.99
20576,89.00,19.45,32.09,0.00,608.61,11.60,344196.16,265404.39
20969,89.00,58.63,71.09,0.00,471.80,26.04,344196.16,272195.73
23674,89.00,0.00,66.45,0.00,870.52,16.60,344196.16,264518.56
23816,89.00,27.52,93.35,0.00,284.73,26.93,344196.16,271113.05
25591,89.00,0.00,62.89,0.00,522.03,9.71,344196.16,265699.67
25942,89.00,54.41,17.78,0.00,695.50,15.29,344196.16,265109.12
28203,89.00,2.98,86.56,0.00,353.46,25.65,344196.16,272589.43
28414,89.00,12.74,28.39,0.00,666.45,14.20,344196.16,265207.54
30382,89.00,47.04,50.38,0.00,501.79,26.02,344196.16,271998.88
31641,89.00,26.87,57.53,0.00,412.55,26.00,344196.16,272392.58
33380,89.00,33.85,29.90,0.00,859.55,49.00,344196.16,278002.82
33628,89.00,33.64,89.24,0.00,308.49,26.82,344196.16,271211.48
33923,89.00,14.09,77.59,0.00,479.86,25.58,344196.16,271900.45
34353,89.00,0.10,91.99,0.00,262.26,27.00,344196.16,271014.63
35887,89.00,0.40,88.33,0.00,411.34,26.01,344196.16,271605.18
37095,89.00,14.17,63.17,0.00,501.44,26.56,344196.16,272097.30
37195,89.00,0.00,94.15,0.00,789.86,47.08,344196.16,277609.12
38148,89.00,53.49,41.73,0.00,774.37,46.34,344196.16,277510.69
40091,89.00,42.76,78.35,0.00,841.06,48.79,344196.16,277904.39
41549,89.00,43.90,59.85,0.00,806.17,47.77,344196.16,277707.54
42383,89.00,0.00,94.46,0.00,324.02,25.14,344196.16,272687.86
44041,89.00,24.33,56.67,0.00,823.26,48.43,344196.16,277805.97
48069,89.00,64.18,55.63,0.00,689.27,41.04,344196.16,277018.56
51834,89.00,7.11,66.21,0.00,422.18,46.57,344196.16,280069.75
51956,89.00,13.68,65.00,0.00,898.37,49.15,344196.16,278199.67
52470,89.00,0.27,91.90,0.00,918.64,49.54,344196.16,278298.09
12421,89.00,0.00,69.83,0.00,900.99,17.11,344196.16,264026.44
39074,89.00,66.71,55.58,0.00,746.04,44.85,344196.16,277313.84
50638,89.00,14.15,87.82,0.00,668.42,37.17,344196.16,276920.14
30280,89.00,21.90,81.40,0.00,759.74,45.62,344196.16,277412.27
14635,88.95,0.00,57.13,0.00,899.85,16.51,344196.16,264420.14
13531,88.95,0.00,96.08,0.00,294.71,25.01,344196.16,272786.28
37998,88.91,9.85,56.62,0.00,395.98,46.77,344196.16,280168.17
19700,88.79,0.00,68.79,0.00,930.64,16.59,344196.16,264124.86
18003,88.73,0.00,78.92,0.00,841.76,18.40,344196.16,263829.59
37841,88.72,15.38,85.07,0.00,448.85,46.97,344196.16,279971.32
11278,88.60,25.17,69.23,0.00,647.58,36.46,344196.16,276821.71
39850,88.54,32.50,75.64,0.00,903.78,50.07,344196.16,278396.52
7378,88.41,0.00,87.73,0.00,958.64,16.57,344196.16,264223.29
21143,88.24,0.00,66.65,0.00,929.23,16.54,344196.16,264321.71
26163,88.24,15.32,99.34,0.00,235.88,24.46,344196.16,272983.13
43152,88.16,21.17,39.46,0.00,370.23,46.30,344196.16,280266.60
11042,88.12,1.74,100.00,0.00,265.50,24.98,344196.16,272884.71
4046,88.06,22.53,58.23,0.00,626.73,34.91,344196.16,276723.29
5552,88.03,0.00,66.88,0.00,812.19,19.14,344196.16,263731.16
24490,88.01,24.46,83.56,0.00,874.56,51.85,344196.16,278494.94
3909,88.00,7.35,66.62,0.00,206.08,24.43,344196.16,273081.56
52,88.00,29.85,87.00,0.00,432.94,31.14,344196.16,275935.89
373,88.00,20.30,81.20,0.00,635.60,23.63,344196.16,263140.61
2774,88.00,54.48,78.26,0.00,577.20,22.08,344196.16,262943.76
3938,88.00,42.21,43.61,0.00,558.69,48.15,344196.16,279577.62
4107,88.00,38.47,66.12,0.00,20.00,21.60,344196.16,274164.23
4630,88.00,0.00,77.06,0.00,782.65,19.92,344196.16,263632.74
6644,88.00,83.76,59.29,0.00,78.24,22.00,344196.16,274361.08
7550,88.00,42.07,81.92,0.00,606.36,22.70,344196.16,263042.19
8835,88.00,44.20,49.44,0.00,354.76,29.86,344196.16,275640.61
9140,88.00,49.35,73.26,0.00,787.26,52.19,344196.16,278790.22
9162,88.00,3.58,96.38,0.00,664.90,23.35,344196.16,263239.04
9903,88.00,73.24,68.86,0.00,273.45,40.19,344196.16,280660.30
12345,88.00,24.65,74.24,0.00,2.24,21.12,344196.16,273770.53
13806,88.00,41.10,47.02,0.00,195.08,33.23,344196.16,280955.57
14573,88.00,0.00,99.61,0.00,694.27,22.43,344196.16,263337.46
14592,88.00,10.33,75.44,0.00,530.82,47.92,344196.16,279676.05
17404,88.00,0.00,87.45,0.00,166.77,31.36,344196.16,281054.00
18097,88.00,47.55,49.89,0.00,585.04,33.87,344196.16,276526.44
20509,88.00,45.10,72.88,0.00,87.97,22.64,344196.16,273475.26
21811,88.00,19.10,63.46,0.00,297.04,42.60,344196.16,280561.87
22301,88.00,66.97,82.87,0.00,548.13,20.57,344196.16,262845.34
23336,88.00,0.00,97.43,0.00,723.68,21.38,344196.16,263435.89
24666,88.00,0.00,93.91,0.00,753.15,20.61,344196.16,263534.31
24780,88.00,0.00,89.09,0.00,503.20,47.33,344196.16,279774.47
26106,88.00,42.28,48.72,0.00,564.20,33.69,344196.16,276428.01
28057,88.00,7.87,75.35,0.00,475.86,47.00,344196.16,279872.90
31560,88.00,0.26,76.06,0.00,176.35,23.85,344196.16,273179.98
32919,88.00,47.06,44.52,0.00,49.07,22.00,344196.16,274262.66
33549,88.00,7.90,86.98,0.00,615.02,49.01,344196.16,279380.77
35466,88.00,41.02,71.09,0.00,117.22,22.96,344196.16,273376.83
37299,88.00,55.38,77.12,0.00,31.12,21.59,344196.16,273672.11
38649,88.00,8.98,84.36,0.00,146.72,23.44,344196.16,273278.41
38963,88.00,17.88,79.29,0.00,59.24,22.18,344196.16,273573.68
39440,88.00,99.59,26.13,0.00,514.80,32.94,344196.16,276231.16
39859,88.00,35.66,91.08,0.00,459.91,31.44,344196.16,276034.31
40866,88.00,28.14,37.79,0.00,406.39,31.34,344196.16,275837.46
41359,88.00,50.78,68.66,0.00,487.22,31.98,344196.16,276132.74
41752,88.00,40.52,39.29,0.00,329.93,28.63,344196.16,275542.19
42845,88.00,18.05,56.08,0.00,107.49,22.13,344196.16,274459.51
43289,88.00,26.84,53.19,0.00,138.30,29.63,344196.16,281152.42
43613,88.00,3.20,78.93,0.00,109.54,27.79,344196.16,281250.85
44749,88.00,13.11,78.44,0.00,758.31,51.76,344196.16,278888.64
45398,88.00,90.57,26.94,0.00,220.33,35.46,344196.16,280857.15
47832,88.00,35.81,59.76,0.00,380.28,30.63,344196.16,275739.04
47914,88.00,23.08,58.99,0.00,586.76,49.02,344196.16,279479.19
49063,88.00,30.85,69.60,0.00,643.43,49.78,344196.16,279282.34
49131,88.00,28.85,60.12,0.00,845.40,51.89,344196.16,278593.37
49646,88.00,32.17,40.68,0.00,605.89,34.14,344196.16,276624.86
49967,88.00,30.47,87.53,0.00,28.97,26.03,344196.16,281546.12
50037,88.00,48.12,36.15,0.00,542.63,33.37,344196.16,276329.59
50176,88.00,15.71,48.27,0.00,345.01,45.48,344196.16,280365.02
50938,88.00,46.04,46.20,0.00,320.55,44.52,344196.16,280463.45
51999,88.00,55.44,63.88,0.00,816.30,52.35,344196.16,278691.79
53110,88.00,38.24,38.46,0.00,729.43,51.33,344196.16,278987.07
53290,88.00,51.88,51.74,0.00,700.65,50.65,344196.16,279085.49
54013,88.00,17.17,52.69,0.00,671.98,50.12,344196.16,279183.92
54908,88.00,0.00,88.48,0.00,80.79,27.49,344196.16,281349.27
55500,88.00,37.52,55.41,0.00,246.55,39.03,344196.16,280758.72
56288,88.00,7.61,86.24,0.00,52.94,26.93,344196.16,281447.70
32378,87.92,63.37,84.57,0.00,305.92,27.22,344196.16,275443.76
9531,87.82,9.74,66.45,0.00,136.69,22.90,344196.16,274557.94
40382,87.52,22.17,62.21,0.00,282.96,26.37,344196.16,275345.34
7325,87.19,16.15,80.01,0.00,261.28,25.59,344196.16,275246.91
970,87.08,14.07,53.89,0.00,166.12,23.00,344196.16,274656.36
29847,87.02,35.74,79.32,0.00,241.20,25.31,344196.16,275148.49
46002,87.00,66.41,72.58,0.00,185.20,23.00,344196.16,274754.79
21136,87.00,20.10,83.94,0.00,194.58,23.66,344196.16,274853.21
26256,87.00,18.57,80.40,0.00,207.36,24.00,344196.16,274951.64
30442,87.00,7.69,69.79,0.00,223.07,24.33,344196.16,275050.06
7999,88.00,22.32,4.27,0.00,511.95,17.55,344140.25,262785.74
57771,87.00,0.00,20.75,0.00,16.53,25.20,344134.30,282197.15
21842,88.00,0.12,53.49,0.00,541.30,15.38,344119.72,262854.69
368,87.00,13.82,94.87,0.00,16.78,24.19,344103.60,282130.36
9321,88.00,1.86,80.84,0.00,570.71,15.93,344099.58,262945.37
1514,91.98,7.66,100.00,0.00,19.41,8.00,344097.73,267471.32
24697,91.88,0.00,100.00,0.00,34.76,8.50,344097.73,267372.90
1218,91.83,0.00,100.00,0.00,13.37,7.92,344097.73,267569.75
23365,91.22,0.39,100.00,0.00,56.68,8.65,344097.73,267274.47
5203,91.21,0.00,100.00,0.00,12.03,7.00,344097.73,267766.60
19201,91.11,0.00,100.00,0.00,11.10,7.49,344097.73,267668.17
33606,91.02,0.00,100.00,0.00,17.46,6.99,344097.73,267865.02
1678,91.00,35.72,100.00,0.00,196.39,8.00,344097.73,266782.34
2700,91.00,0.00,100.00,0.00,311.82,7.50,344097.73,266388.64
3237,91.00,0.00,100.00,0.00,38.54,7.00,344097.73,268061.87
3499,91.00,0.00,100.00,0.00,282.96,7.91,344097.73,266487.07
3668,91.00,0.00,100.00,0.00,64.88,6.49,344097.73,268554.00
3970,91.00,0.00,68.36,0.00,340.68,7.88,344097.73,266290.22
11483,91.00,0.00,100.00,0.00,27.94,6.89,344097.73,267963.45
12282,91.00,8.98,100.00,0.00,110.89,8.61,344097.73,267077.62
19045,91.00,1.34,100.00,0.00,225.25,8.00,344097.73,266683.92
20630,91.00,0.00,98.89,0.00,47.84,6.67,344097.73,268258.72
22097,91.00,3.29,100.00,0.00,167.78,8.31,344097.73,266880.77
22852,91.00,0.00,99.20,0.00,61.29,6.86,344097.73,268455.57
23955,91.00,0.00,100.00,0.00,45.33,6.08,344097.73,268160.30
24465,91.00,24.93,87.83,0.00,53.30,6.95,344097.73,268357.15
24738,91.00,0.58,100.00,0.00,82.98,8.94,344097.73,267176.04
25401,91.00,0.00,100.00,0.00,254.11,8.00,344097.73,266585.49
30805,91.00,21.98,100.00,0.00,139.34,8.39,344097.73,266979.19
23333,90.56,0.95,92.06,0.00,60.00,6.02,344097.73,268652.42
17690,90.52,0.01,100.00,0.00,369.54,8.00,344097.73,266191.79
4209,90.00,13.38,98.43,0.00,58.32,6.00,344097.73,268750.85
8083,90.00,21.05,50.41,0.00,198.63,9.10,344097.73,270325.65
11242,90.00,56.50,70.99,0.00,131.50,7.33,344097.73,269931.95
11631,90.00,37.20,93.12,0.00,191.50,10.25,344097.73,270128.80
19083,90.00,46.35,55.77,0.00,161.50,8.88,344097.73,270030.38
21487,90.00,2.81,99.97,0.00,52.95,5.36,344097.73,268849.27
28443,90.00,19.00,100.00,0.00,31.90,5.28,344097.73,268947.70
30966,90.00,39.59,46.04,0.00,198.59,10.63,344097.73,270227.23
30296,89.99,14.69,100.00,0.00,398.40,8.89,344097.73,266093.37
2608,89.99,11.28,98.69,0.00,20.15,5.43,344097.73,269046.12
36863,89.92,6.68,99.65,0.00,2.71,5.00,344097.73,269144.55
4651,89.83,14.13,100.00,0.00,0.00,5.00,344097.73,269242.97
17866,89.73,7.12,73.39,0.00,201.33,8.89,344097.73,270424.08
21292,89.68,64.44,51.13,0.00,0.00,4.01,344097.73,269341.40
27500,89.18,7.61,100.00,0.00,427.26,9.01,344097.73,265994.94
21563,89.13,68.31,70.37,0.00,208.07,11.03,344097.73,270522.50
24962,89.08,5.71,65.75,0.00,399.86,26.46,344097.73,271506.75
1560,89.00,7.41,69.12,0.00,425.54,26.04,344097.73,271605.18
2453,89.00,11.96,75.57,0.00,467.24,26.00,344097.73,272195.73
4295,89.00,1.08,93.12,0.00,496.85,26.02,344097.73,272097.30
4471,89.00,0.00,83.57,0.00,926.63,19.45,344097.73,264124.86
4546,89.00,53.84,56.23,0.00,264.12,27.00,344097.73,270916.20
6217,89.00,0.88,88.64,0.00,501.23,25.52,344097.73,271900.45
7622,89.00,1.87,78.50,0.00,688.72,42.55,344097.73,277116.99
9173,89.00,0.00,87.13,0.00,896.85,18.25,344097.73,264026.44
9947,89.00,0.31,85.74,0.00,478.42,25.97,344097.73,271802.03
10138,89.00,38.22,29.10,0.00,805.67,14.39,344097.73,264715.42
10159,89.00,64.47,48.08,0.00,230.50,14.74,344097.73,270719.35
11572,89.00,75.73,64.80,0.00,437.67,26.00,344097.73,272294.16
12567,89.00,48.51,26.99,0.00,835.12,15.42,344097.73,264616.99
15543,89.00,0.00,61.39,0.00,688.32,11.05,344097.73,265109.12
16708,89.00,92.43,3.98,0.00,246.17,22.48,344097.73,270817.78
17291,89.00,29.40,12.95,0.00,864.60,16.54,344097.73,264518.56
17890,89.00,0.00,89.44,0.00,867.08,17.22,344097.73,263928.01
19606,89.00,10.75,74.04,0.00,817.38,48.33,344097.73,277904.39
19912,89.00,0.00,56.81,0.00,717.58,11.37,344097.73,265010.69
20130,89.00,6.86,77.21,0.00,837.33,16.99,344097.73,263829.59
21327,89.00,0.00,100.00,0.00,513.84,10.00,344097.73,265699.67
22523,89.00,18.45,29.65,0.00,776.26,13.37,344097.73,264813.84
22596,89.00,1.60,91.81,0.00,953.25,20.73,344097.73,264223.29
23122,89.00,0.00,100.00,0.00,571.81,10.16,344097.73,265502.82
23390,89.00,32.71,36.01,0.00,217.71,13.24,344097.73,270620.93
24356,89.00,16.90,64.38,0.00,378.48,26.00,344097.73,272491.01
24946,89.00,88.91,34.54,0.00,348.72,26.00,344097.73,272589.43
26265,89.00,8.38,88.74,0.00,764.59,47.18,344097.73,277609.12
26822,89.00,0.11,40.48,0.00,746.89,12.09,344097.73,264912.27
28294,89.00,0.00,100.00,0.00,542.77,10.00,344097.73,265601.24
28502,89.00,0.00,100.00,0.00,484.98,9.42,344097.73,265798.09
28729,89.00,0.00,100.00,0.00,456.12,9.15,344097.73,265896.52
30487,89.00,38.67,75.23,0.00,304.68,26.53,344097.73,271113.05
32678,89.00,7.89,80.28,0.00,350.45,26.72,344097.73,271309.90
34960,89.00,8.21,73.01,0.00,374.81,26.95,344097.73,271408.33
36057,89.00,24.19,59.30,0.00,408.16,26.00,344097.73,272392.58
36944,89.00,47.75,31.61,0.00,748.58,46.21,344097.73,277510.69
37368,89.00,28.45,31.82,0.00,719.23,43.92,344097.73,277313.84
37414,89.00,17.13,60.79,0.00,326.99,27.00,344097.73,271211.48
39606,89.00,14.55,63.02,0.00,706.02,43.33,344097.73,277215.42
40056,89.00,27.05,81.95,0.00,283.66,26.70,344097.73,271014.63
40409,89.00,16.13,46.72,0.00,451.76,26.17,344097.73,271703.60
40474,89.00,69.60,52.41,0.00,733.44,45.02,344097.73,277412.27
41875,89.00,37.63,78.59,0.00,799.05,48.78,344097.73,277805.97
42440,89.00,1.47,82.99,0.00,522.29,26.14,344097.73,271998.88
47619,89.00,23.63,54.94,0.00,781.43,47.56,344097.73,277707.54
50402,89.00,26.01,63.89,0.00,836.38,48.19,344097.73,278002.82
1589,89.00,46.17,12.72,0.00,894.12,18.22,344097.73,264420.14
37141,88.99,12.95,83.36,0.00,856.01,47.98,344097.73,278101.24
15907,88.97,46.07,26.52,0.00,923.67,19.91,344097.73,264321.71
7290,88.96,0.00,93.50,0.00,600.91,10.89,344097.73,265404.39
52386,88.96,0.00,69.35,0.00,408.80,45.78,344097.73,280069.75
20475,88.92,42.49,65.07,0.00,319.00,26.28,344097.73,272687.86
23822,88.86,19.85,63.12,0.00,659.13,10.80,344097.73,265207.54
3947,88.79,2.27,71.21,0.00,876.23,48.08,344097.73,278199.67
14170,88.78,14.22,38.13,0.00,436.22,46.29,344097.73,279971.32
26271,88.75,3.08,76.99,0.00,630.01,10.72,344097.73,265305.97
3694,88.67,6.49,46.97,0.00,667.52,40.27,344097.73,277018.56
26001,88.58,36.71,81.13,0.00,289.32,25.75,344097.73,272786.28
45338,88.48,7.51,69.54,0.00,896.96,48.74,344097.73,278298.09
924,88.46,43.10,64.43,0.00,807.59,17.48,344097.73,263731.16
35951,88.31,3.24,92.11,0.00,646.85,36.21,344097.73,276920.14
42756,88.18,1.97,63.52,0.00,381.76,45.71,344097.73,280168.17
1701,88.01,63.72,55.06,0.00,777.88,17.98,344097.73,263632.74
52216,88.00,14.17,84.81,0.00,897.55,48.80,344097.73,278396.52
3288,88.00,21.30,100.00,0.00,600.19,16.01,344097.73,263042.19
4309,88.00,10.53,51.92,0.00,626.00,35.17,344097.73,276821.71
4492,88.00,47.97,35.12,0.00,278.64,42.08,344097.73,280561.87
4613,88.00,21.81,57.97,0.00,254.79,39.83,344097.73,280660.30
4887,88.00,28.42,87.98,0.00,230.07,24.72,344097.73,272983.13
7908,88.00,0.77,70.15,0.00,692.61,51.10,344097.73,279085.49
8106,88.00,51.64,61.88,0.00,659.28,16.62,344097.73,263239.04
8338,88.00,19.31,79.68,0.00,721.71,51.90,344097.73,278987.07
8771,88.00,58.12,55.19,0.00,688.88,17.00,344097.73,263337.46
9938,88.00,9.29,86.90,0.00,475.87,31.01,344097.73,276132.74
14372,88.00,59.02,29.36,0.00,231.98,38.80,344097.73,280758.72
14464,88.00,66.03,58.33,0.00,200.50,24.05,344097.73,273081.56
14476,88.00,46.43,86.02,0.00,629.71,16.19,344097.73,263140.61
14582,88.00,28.15,63.08,0.00,521.78,31.88,344097.73,276329.59
14995,88.00,61.07,55.03,0.00,718.52,17.55,344097.73,263435.89
15499,88.00,64.03,54.93,0.00,748.19,17.88,344097.73,263534.31
17828,88.00,21.30,80.03,0.00,868.13,51.82,344097.73,278494.94
18486,88.00,1.17,93.91,0.00,139.66,22.13,344097.73,274557.94
20071,88.00,28.32,90.19,0.00,113.67,22.00,344097.73,274459.51
20315,88.00,55.50,62.99,0.00,240.61,25.03,344097.73,275246.91
21023,88.00,0.00,62.16,0.00,355.12,45.43,344097.73,280266.60
21508,88.00,8.39,77.29,0.00,313.40,27.03,344097.73,275542.19
22137,88.00,30.73,50.66,0.00,171.06,23.83,344097.73,273179.98
22665,88.00,54.47,54.62,0.00,24.06,21.22,344097.73,273672.11
25607,88.00,35.16,48.54,0.00,303.46,43.71,344097.73,280463.45
27071,88.00,58.79,78.00,0.00,263.82,25.63,344097.73,275345.34
29524,88.00,56.95,80.02,0.00,288.16,25.95,344097.73,275443.76
31206,88.00,12.87,75.33,0.00,0.00,21.00,344097.73,273770.53
31276,88.00,41.82,84.46,0.00,83.82,22.00,344097.73,274361.08
31492,88.00,14.04,82.68,0.00,339.35,27.65,344097.73,275640.61
32210,88.00,52.58,56.26,0.00,83.55,22.03,344097.73,273475.26
32235,88.00,41.72,34.00,0.00,500.93,31.19,344097.73,276231.16
32749,88.00,17.85,84.51,0.00,365.86,28.57,344097.73,275739.04
33742,88.00,15.88,71.22,0.00,141.81,23.09,344097.73,273278.41
35876,88.00,91.00,36.63,0.00,206.41,35.27,344097.73,280857.15
37167,88.00,7.98,99.94,0.00,259.69,25.00,344097.73,272884.71
38559,88.00,37.95,11.66,0.00,605.16,33.30,344097.73,276723.29
38812,88.00,37.86,74.36,0.00,750.88,52.09,344097.73,278888.64
39214,88.00,11.41,57.00,0.00,329.06,44.80,344097.73,280365.02
39421,88.00,40.38,88.44,0.00,54.10,21.87,344097.73,274262.66
41167,88.00,11.36,78.85,0.00,663.59,50.28,344097.73,279183.92
42065,88.00,36.10,44.72,0.00,542.62,32.03,344097.73,276428.01
43178,88.00,51.92,48.97,0.00,491.94,46.99,344097.73,279774.47
43339,88.00,48.94,49.47,0.00,112.88,22.73,344097.73,273376.83
43397,88.00,68.61,48.77,0.00,128.95,29.90,344097.73,281152.42
43719,88.00,43.17,47.32,0.00,53.81,21.81,344097.73,273573.68
44758,88.00,29.67,65.54,0.00,179.48,33.40,344097.73,280955.57
45191,88.00,23.35,85.55,0.00,24.65,21.46,344097.73,274164.23
45857,88.00,38.10,67.11,0.00,605.83,49.12,344097.73,279380.77
46117,88.00,11.25,46.40,0.00,563.47,32.55,344097.73,276526.44
46882,88.00,23.58,41.42,0.00,584.31,32.82,344097.73,276624.86
47473,88.00,2.96,87.60,0.00,420.22,29.86,344097.73,275935.89
